id,age,job,marital,education,housing,loan_alive
116760,29,blue-collar,married,secondary,yes,no
106098,32,admin.,single,secondary,no,no
126151,37,technician,single,unknown,no,no
137797,37,admin.,divorced,secondary,yes,no
117085,50,admin.,divorced,secondary,yes,no
110812,39,admin.,married,secondary,no,no
110811,53,retired,married,secondary,yes,no
121471,31,housemaid,married,primary,no,yes
121472,55,unemployed,married,secondary,no,no
105004,31,management,single,tertiary,yes,no
120143,31,management,single,tertiary,yes,no
127081,48,technician,married,secondary,yes,no
120379,57,blue-collar,married,secondary,no,no
113962,49,technician,married,tertiary,yes,no
113961,48,technician,married,secondary,yes,no
133822,31,management,married,tertiary,no,no
104522,38,blue-collar,married,secondary,no,no
126848,33,admin.,single,tertiary,no,no
134376,41,management,married,secondary,no,no
111403,51,admin.,married,secondary,no,no
111404,49,technician,married,secondary,no,no
101836,40,technician,single,secondary,yes,no
101840,26,technician,single,secondary,yes,no
103509,36,blue-collar,single,secondary,yes,no
108203,32,technician,married,secondary,yes,no
108204,53,retired,married,secondary,no,yes
133766,32,management,single,tertiary,no,no
114706,50,admin.,married,secondary,yes,no
114705,36,services,married,secondary,yes,yes
126113,44,blue-collar,married,secondary,yes,no
140983,23,student,single,secondary,no,no
126712,42,blue-collar,married,secondary,yes,yes
103978,37,blue-collar,single,secondary,yes,no
117002,57,management,married,tertiary,yes,no
102014,50,services,married,secondary,yes,no
102013,47,blue-collar,married,secondary,no,no
144390,62,retired,married,secondary,no,no
144389,34,admin.,married,tertiary,yes,yes
119089,54,management,married,tertiary,no,no
119689,35,management,married,tertiary,no,no
119690,44,management,married,tertiary,yes,no
141147,31,management,married,tertiary,yes,no
141148,55,technician,married,secondary,no,yes
139439,35,admin.,single,secondary,yes,no
142448,50,admin.,married,secondary,yes,no
120162,36,management,single,tertiary,no,no
114251,47,technician,married,secondary,yes,no
114252,48,management,married,tertiary,no,yes
142711,61,retired,married,secondary,no,no
142712,62,retired,married,secondary,no,no
140251,51,blue-collar,married,secondary,no,no
140252,33,management,married,tertiary,no,no
117438,36,technician,married,secondary,yes,no
117437,56,services,married,secondary,yes,no
105315,31,management,married,tertiary,yes,no
130485,42,housemaid,married,primary,yes,no
110937,40,self-employed,married,tertiary,no,no
101415,44,technician,married,unknown,yes,yes
101416,38,blue-collar,married,secondary,yes,no
131257,50,management,married,secondary,no,no
116031,47,management,single,tertiary,no,yes
120716,57,housemaid,married,primary,no,no
120715,52,technician,married,secondary,yes,no
104803,37,admin.,single,tertiary,yes,no
145028,39,services,single,secondary,no,no
132788,32,unemployed,single,secondary,yes,no
123701,41,technician,married,secondary,no,no
100765,42,technician,married,tertiary,yes,yes
127830,30,management,single,tertiary,no,no
114808,34,management,single,tertiary,no,no
101878,38,blue-collar,married,secondary,yes,no
101877,35,management,married,tertiary,yes,no
127487,56,entrepreneur,divorced,tertiary,no,no
100538,45,blue-collar,married,primary,yes,no
100537,48,blue-collar,married,secondary,yes,no
107280,55,services,divorced,secondary,yes,no
121280,36,management,single,tertiary,no,no
121591,36,management,married,tertiary,no,yes
121592,42,management,married,tertiary,no,no
139225,34,management,married,tertiary,yes,no
116547,29,technician,single,tertiary,no,no
102734,57,technician,divorced,secondary,yes,no
110406,35,admin.,single,secondary,no,no
110940,49,retired,divorced,primary,no,no
141915,38,blue-collar,divorced,secondary,yes,no
120451,42,technician,single,secondary,no,yes
131539,35,admin.,single,secondary,yes,no
113916,54,management,married,tertiary,yes,no
111009,51,self-employed,divorced,tertiary,no,no
122206,57,self-employed,married,secondary,no,no
139991,26,technician,single,secondary,yes,no
118194,27,housemaid,single,secondary,no,yes
120534,35,management,single,tertiary,no,yes
120983,57,unknown,married,primary,no,no
120984,36,technician,married,secondary,no,no
140796,34,admin.,single,secondary,no,yes
126267,45,technician,married,secondary,yes,no
126268,33,technician,married,secondary,yes,yes
132135,32,technician,married,secondary,yes,yes
132136,33,blue-collar,married,secondary,no,no
105384,24,technician,single,secondary,yes,no
107322,56,management,married,secondary,yes,no
107321,41,services,married,secondary,yes,no
107901,51,blue-collar,divorced,secondary,yes,no
129732,52,admin.,divorced,secondary,no,no
126809,31,management,single,tertiary,yes,yes
130436,27,management,single,tertiary,no,no
101542,59,retired,divorced,primary,yes,yes
117199,33,entrepreneur,married,tertiary,no,yes
130104,39,blue-collar,married,secondary,no,no
109665,37,management,single,tertiary,yes,no
139613,49,technician,single,secondary,yes,no
118564,43,management,divorced,tertiary,yes,no
128959,22,student,single,secondary,no,no
135386,40,blue-collar,married,primary,yes,no
135385,53,blue-collar,married,secondary,yes,no
131967,45,admin.,single,secondary,yes,no
112212,30,management,married,tertiary,yes,no
104234,52,admin.,single,secondary,yes,yes
102213,56,admin.,married,secondary,yes,no
131621,36,blue-collar,married,secondary,yes,no
131622,63,retired,married,secondary,no,no
101621,52,self-employed,single,tertiary,yes,yes
123866,32,technician,married,secondary,no,no
100199,43,management,married,tertiary,yes,no
106564,44,blue-collar,single,secondary,yes,no
136950,37,blue-collar,single,tertiary,yes,no
118483,49,management,divorced,secondary,no,no
131968,60,management,married,primary,yes,yes
119955,33,technician,married,secondary,yes,yes
139653,34,management,single,tertiary,yes,no
145081,27,student,single,secondary,no,no
123342,41,technician,married,secondary,no,no
119901,45,technician,married,tertiary,no,no
120953,51,housemaid,married,primary,no,no
120954,48,housemaid,married,primary,no,no
122672,41,technician,married,secondary,no,no
122671,47,management,married,secondary,no,no
113536,28,technician,single,secondary,no,yes
111175,37,student,married,unknown,no,no
113586,52,management,married,tertiary,yes,no
135493,56,technician,married,secondary,yes,yes
135494,41,blue-collar,married,secondary,yes,no
135518,38,admin.,divorced,tertiary,yes,yes
130932,48,technician,married,tertiary,yes,no
130931,43,unemployed,married,tertiary,yes,no
100169,54,admin.,married,tertiary,no,no
100170,50,blue-collar,married,primary,no,no
137248,34,management,single,tertiary,yes,no
130285,54,entrepreneur,married,tertiary,no,yes
116878,39,services,married,secondary,yes,no
116877,30,technician,married,tertiary,yes,no
120524,33,technician,married,secondary,no,no
109005,48,blue-collar,married,primary,yes,no
109006,35,management,married,tertiary,yes,yes
102408,59,retired,divorced,unknown,yes,no
106194,33,services,divorced,secondary,yes,no
139333,32,technician,single,unknown,yes,no
109146,41,housemaid,married,secondary,no,no
132677,36,blue-collar,single,secondary,yes,no
109153,38,admin.,married,secondary,yes,no
109154,60,blue-collar,married,secondary,no,no
113200,29,technician,single,secondary,yes,yes
134229,30,management,single,tertiary,yes,no
137532,47,services,single,secondary,yes,no
141152,69,housemaid,married,primary,no,no
140321,29,management,single,tertiary,no,no
103498,60,services,single,primary,yes,no
143184,28,technician,single,secondary,yes,no
140744,33,management,single,tertiary,no,no
138910,58,blue-collar,married,secondary,yes,no
138909,33,management,married,secondary,yes,no
121080,55,blue-collar,married,unknown,no,no
118763,33,blue-collar,married,secondary,yes,no
118764,41,blue-collar,married,unknown,no,no
110738,42,management,married,secondary,yes,no
110737,36,technician,married,tertiary,yes,no
144979,58,admin.,married,secondary,no,no
124659,30,technician,single,secondary,yes,no
124660,35,admin.,married,secondary,yes,yes
104937,37,blue-collar,single,secondary,yes,no
139353,43,services,married,tertiary,yes,no
135596,46,technician,married,secondary,yes,yes
101749,25,admin.,single,secondary,yes,no
102034,32,services,single,secondary,yes,no
128688,28,admin.,married,secondary,yes,yes
142533,32,admin.,single,secondary,yes,no
115151,34,management,single,tertiary,yes,no
121842,58,blue-collar,married,secondary,no,no
103086,44,technician,divorced,secondary,yes,no
125666,32,management,married,tertiary,no,no
107318,35,admin.,divorced,secondary,yes,no
105064,37,blue-collar,single,unknown,yes,no
123878,54,technician,married,secondary,no,no
137121,39,management,divorced,tertiary,no,yes
139056,29,management,single,tertiary,yes,no
142740,42,unknown,single,unknown,no,no
125873,55,management,married,tertiary,no,no
129492,56,blue-collar,married,primary,no,no
112083,39,admin.,divorced,secondary,yes,no
115684,43,admin.,single,secondary,no,yes
137054,49,entrepreneur,single,secondary,no,no
132263,37,technician,divorced,tertiary,yes,no
112822,28,technician,single,secondary,no,yes
101343,33,admin.,divorced,secondary,yes,no
137530,42,services,divorced,secondary,no,no
143319,28,admin.,married,secondary,no,no
136562,37,services,married,primary,yes,no
136561,55,blue-collar,married,primary,yes,no
104331,45,management,married,unknown,yes,no
100679,31,management,single,secondary,yes,no
105888,48,technician,married,secondary,yes,no
130735,36,services,married,secondary,yes,no
134040,36,self-employed,single,tertiary,no,no
108779,25,technician,married,secondary,yes,no
108780,34,blue-collar,married,secondary,yes,no
104084,50,blue-collar,divorced,secondary,yes,no
111244,53,self-employed,married,tertiary,no,no
130046,28,blue-collar,single,secondary,no,no
103136,43,technician,single,secondary,yes,no
130650,47,retired,divorced,secondary,yes,no
135138,56,entrepreneur,divorced,tertiary,yes,no
141855,65,retired,married,primary,no,no
126148,52,management,single,tertiary,yes,yes
132169,54,blue-collar,divorced,primary,yes,no
113997,39,management,married,tertiary,no,no
113998,44,management,married,tertiary,yes,yes
104566,34,management,single,tertiary,yes,yes
107885,23,blue-collar,single,secondary,yes,yes
135953,48,technician,married,tertiary,yes,no
107760,43,blue-collar,married,primary,no,no
118114,45,technician,married,secondary,no,no
118727,50,blue-collar,divorced,secondary,no,no
112511,41,services,married,secondary,yes,no
120320,42,management,married,tertiary,no,no
142588,46,management,divorced,tertiary,no,no
127940,27,technician,single,secondary,no,no
107833,47,technician,married,secondary,yes,no
107834,48,blue-collar,married,secondary,yes,no
139550,43,management,married,tertiary,no,no
139549,44,management,married,tertiary,no,yes
127512,41,technician,married,secondary,yes,yes
145001,38,blue-collar,single,secondary,no,no
135720,32,blue-collar,single,secondary,yes,no
136738,37,blue-collar,married,secondary,yes,no
112194,38,services,married,secondary,no,no
127408,32,management,single,secondary,yes,no
117414,35,blue-collar,married,secondary,yes,no
136623,30,blue-collar,married,secondary,yes,no
118475,38,services,married,secondary,no,no
108870,24,technician,single,secondary,yes,no
123773,34,management,single,tertiary,no,no
122842,35,management,married,tertiary,no,no
102829,40,unemployed,married,secondary,yes,no
131674,38,management,divorced,tertiary,yes,no
138496,46,management,married,tertiary,yes,yes
105670,30,technician,married,tertiary,yes,no
105669,59,retired,married,secondary,no,yes
127550,37,technician,single,secondary,yes,no
137376,43,blue-collar,divorced,secondary,yes,yes
112957,29,blue-collar,single,secondary,no,no
127954,28,technician,single,tertiary,yes,no
141421,69,retired,divorced,secondary,no,no
118301,46,admin.,single,secondary,no,no
133589,31,admin.,divorced,secondary,yes,no
139699,43,management,married,tertiary,yes,yes
138152,24,admin.,married,secondary,yes,no
130233,31,blue-collar,single,secondary,no,no
100981,42,blue-collar,married,primary,yes,no
100010,43,technician,single,secondary,yes,no
127136,52,self-employed,married,tertiary,yes,yes
127135,55,technician,married,tertiary,no,no
129637,29,entrepreneur,single,tertiary,no,no
120541,48,management,divorced,tertiary,no,no
140916,69,retired,married,primary,no,no
116641,31,management,married,tertiary,yes,yes
139992,33,services,single,tertiary,yes,no
135758,48,services,divorced,secondary,yes,no
134091,51,management,single,tertiary,no,no
129402,54,management,married,tertiary,yes,no
129401,45,technician,married,secondary,yes,yes
126408,40,self-employed,married,tertiary,no,no
126407,39,blue-collar,married,secondary,no,no
122340,46,technician,divorced,tertiary,no,no
141059,28,admin.,single,tertiary,yes,no
102669,57,blue-collar,married,primary,yes,no
139203,27,unemployed,single,secondary,yes,no
139625,32,management,married,tertiary,yes,no
116733,26,services,married,secondary,yes,no
114597,54,retired,divorced,secondary,no,yes
136662,32,technician,single,secondary,yes,no
115729,26,blue-collar,married,secondary,yes,no
115730,32,technician,married,secondary,yes,yes
138837,34,blue-collar,single,primary,yes,no
117980,54,management,single,secondary,no,no
128872,26,services,single,secondary,yes,yes
119161,39,management,married,tertiary,no,no
112654,48,blue-collar,divorced,primary,no,yes
117725,47,admin.,single,secondary,no,no
111899,54,self-employed,divorced,tertiary,no,no
133672,26,student,single,tertiary,yes,no
138027,36,management,married,tertiary,yes,no
114746,37,management,married,tertiary,yes,no
119514,46,admin.,married,secondary,no,no
119513,31,technician,married,secondary,no,no
104531,38,admin.,married,tertiary,yes,no
104532,39,blue-collar,married,primary,yes,no
134738,37,management,married,tertiary,yes,no
134737,30,management,married,tertiary,yes,no
136167,45,blue-collar,married,unknown,yes,no
125746,41,housemaid,single,secondary,no,no
143432,78,retired,divorced,primary,no,no
116429,43,housemaid,married,secondary,no,yes
116430,55,services,married,secondary,no,yes
144820,58,management,divorced,unknown,no,no
115457,57,management,married,tertiary,yes,no
115458,47,blue-collar,married,primary,yes,no
108723,59,management,divorced,tertiary,yes,no
132013,32,admin.,divorced,secondary,yes,no
114787,54,retired,divorced,secondary,no,no
112271,36,blue-collar,married,secondary,no,no
112272,60,management,married,unknown,yes,no
121423,58,retired,married,primary,no,no
109439,36,self-employed,single,tertiary,no,no
126995,35,technician,single,tertiary,no,no
133278,41,technician,married,tertiary,yes,no
145052,26,technician,single,secondary,no,no
124187,51,management,divorced,tertiary,no,no
124188,51,technician,married,secondary,yes,no
115991,27,admin.,married,secondary,yes,no
115992,29,blue-collar,married,primary,yes,no
123105,33,technician,single,secondary,yes,no
126274,41,technician,married,secondary,yes,no
126273,38,admin.,married,secondary,no,no
137082,46,blue-collar,single,secondary,yes,no
140213,32,admin.,single,tertiary,no,no
107646,54,technician,divorced,secondary,yes,no
118029,53,self-employed,married,primary,no,no
118030,29,housemaid,married,secondary,no,yes
119765,37,technician,single,secondary,no,no
100226,48,blue-collar,married,primary,yes,no
131355,46,admin.,married,secondary,no,no
137830,33,blue-collar,married,secondary,yes,no
120584,38,technician,married,secondary,no,no
120583,42,self-employed,married,secondary,yes,no
122373,31,management,single,tertiary,no,no
140798,33,entrepreneur,married,unknown,yes,no
136872,40,services,married,secondary,yes,no
136871,30,blue-collar,married,primary,no,no
120985,43,management,divorced,tertiary,no,yes
100740,35,management,single,tertiary,yes,no
104970,35,technician,single,tertiary,yes,no
100137,32,technician,single,secondary,yes,no
132901,37,blue-collar,married,secondary,yes,yes
122298,33,technician,single,tertiary,no,no
123720,33,management,married,tertiary,no,yes
109434,59,housemaid,divorced,primary,no,no
128760,39,self-employed,married,tertiary,yes,no
128759,55,technician,married,unknown,yes,no
104952,34,management,single,tertiary,yes,no
142620,85,retired,married,unknown,no,no
136881,49,blue-collar,married,primary,yes,no
136882,36,services,married,secondary,yes,no
143125,38,blue-collar,single,secondary,yes,no
109399,58,entrepreneur,married,primary,no,no
129804,37,admin.,divorced,secondary,no,no
100809,56,retired,single,primary,yes,no
117873,38,management,single,tertiary,yes,no
126733,33,admin.,single,secondary,yes,no
129250,58,management,divorced,tertiary,no,no
129249,39,management,married,unknown,no,no
105711,46,technician,married,primary,yes,no
105712,34,blue-collar,married,secondary,yes,yes
129445,32,services,married,secondary,yes,no
129446,50,housemaid,single,primary,yes,no
104385,31,management,single,secondary,yes,no
110111,58,admin.,married,primary,no,no
110112,59,self-employed,married,secondary,no,no
107900,29,services,single,secondary,yes,no
140631,55,management,divorced,tertiary,no,no
114335,36,management,married,tertiary,yes,no
104108,42,management,divorced,secondary,yes,no
144460,29,admin.,single,tertiary,no,no
122485,43,management,married,tertiary,no,no
142695,58,unknown,married,tertiary,no,no
122239,34,technician,single,secondary,yes,no
141900,22,student,single,primary,no,no
139558,30,technician,single,secondary,no,no
112146,40,blue-collar,married,secondary,yes,yes
112145,35,management,married,tertiary,no,no
101114,48,blue-collar,married,secondary,yes,yes
126217,40,services,single,secondary,yes,no
143543,26,management,single,tertiary,no,no
121054,35,management,single,tertiary,no,no
132258,37,management,single,secondary,yes,no
118857,52,blue-collar,married,unknown,no,no
102111,26,technician,single,secondary,yes,no
133122,34,blue-collar,single,secondary,yes,no
118245,44,services,married,secondary,no,no
118246,41,blue-collar,married,primary,yes,no
125061,45,blue-collar,married,secondary,yes,no
125062,47,unemployed,married,secondary,no,no
131425,50,services,married,secondary,yes,no
134925,30,services,single,primary,yes,no
125429,50,technician,married,secondary,yes,no
125430,42,blue-collar,married,secondary,yes,no
120353,30,technician,single,tertiary,no,no
141706,70,retired,married,primary,no,no
141705,44,management,married,unknown,no,no
123231,35,technician,married,tertiary,no,no
114238,33,blue-collar,married,secondary,yes,yes
114237,58,admin.,married,secondary,yes,yes
129751,43,unemployed,single,primary,no,no
135509,35,admin.,divorced,secondary,yes,no
101617,32,admin.,single,tertiary,yes,no
108489,32,admin.,single,secondary,yes,no
113476,40,admin.,divorced,secondary,yes,no
139715,25,admin.,single,tertiary,yes,no
117371,51,management,divorced,tertiary,yes,no
138657,30,admin.,married,tertiary,no,no
138658,35,self-employed,married,secondary,yes,no
110722,37,management,married,tertiary,no,no
110721,49,entrepreneur,married,tertiary,yes,no
122560,35,technician,single,secondary,no,no
139828,60,management,married,tertiary,no,no
131362,29,admin.,single,tertiary,no,no
132619,28,technician,single,secondary,no,no
134763,37,technician,married,secondary,yes,no
144821,23,self-employed,single,tertiary,no,no
115300,35,admin.,single,secondary,yes,no
118718,34,blue-collar,married,secondary,yes,yes
126991,33,admin.,married,tertiary,no,no
120830,53,technician,married,secondary,no,no
120829,39,technician,married,tertiary,yes,no
132994,29,blue-collar,married,secondary,yes,no
132993,32,blue-collar,married,secondary,yes,no
112678,28,services,single,secondary,no,yes
122252,37,self-employed,married,secondary,yes,yes
139660,30,admin.,single,secondary,yes,no
123122,44,management,married,tertiary,no,no
123121,52,self-employed,married,secondary,no,no
127333,51,management,divorced,tertiary,yes,no
120073,46,blue-collar,married,secondary,no,no
122440,30,management,single,tertiary,no,no
119632,60,services,married,tertiary,no,no
119631,53,management,married,tertiary,no,no
105497,32,self-employed,single,secondary,yes,no
125067,30,unemployed,married,tertiary,yes,no
125068,32,entrepreneur,married,tertiary,yes,no
110727,36,entrepreneur,married,tertiary,no,no
110728,39,management,married,tertiary,yes,no
134355,48,blue-collar,married,secondary,no,no
103197,52,technician,divorced,primary,no,no
142835,45,management,married,tertiary,no,no
109124,38,services,divorced,secondary,no,no
107482,44,blue-collar,single,primary,yes,no
133761,25,student,single,secondary,no,no
134520,33,blue-collar,married,secondary,yes,no
144300,33,management,single,tertiary,no,yes
122791,59,retired,married,unknown,no,no
122792,30,technician,married,tertiary,no,no
135510,31,technician,single,unknown,yes,no
135019,47,self-employed,married,tertiary,yes,no
135020,32,technician,married,secondary,yes,no
117021,30,blue-collar,single,secondary,no,no
126804,44,management,divorced,tertiary,yes,no
126417,39,blue-collar,single,primary,yes,no
120630,46,management,single,tertiary,no,no
140633,49,admin.,divorced,secondary,no,yes
120893,30,management,married,tertiary,no,no
143831,34,management,married,tertiary,yes,no
140629,47,management,married,tertiary,no,no
119794,47,unemployed,married,secondary,no,no
119793,32,management,married,tertiary,no,no
133729,44,technician,single,unknown,no,no
130380,48,blue-collar,married,unknown,no,no
130379,41,management,married,tertiary,yes,no
104407,36,management,married,tertiary,yes,no
104408,39,blue-collar,married,secondary,yes,no
139221,29,management,married,tertiary,yes,no
101582,34,blue-collar,married,primary,yes,no
101581,39,blue-collar,married,primary,yes,no
112081,38,blue-collar,married,secondary,no,yes
126063,36,blue-collar,married,secondary,yes,no
124669,40,admin.,married,secondary,yes,yes
124670,43,management,married,tertiary,yes,no
134938,37,management,single,tertiary,yes,no
117523,42,technician,divorced,secondary,yes,yes
106629,44,retired,divorced,primary,yes,no
111573,42,services,divorced,secondary,yes,no
111574,45,management,married,tertiary,yes,no
135107,34,management,single,tertiary,yes,no
112540,48,blue-collar,married,primary,yes,yes
112539,33,blue-collar,married,secondary,no,yes
115515,29,technician,single,secondary,yes,no
139011,34,blue-collar,married,secondary,yes,no
114900,48,technician,married,secondary,no,no
114899,47,blue-collar,divorced,secondary,no,yes
127308,31,admin.,married,secondary,yes,no
127307,36,management,married,unknown,yes,no
114626,37,admin.,married,secondary,yes,no
114625,48,blue-collar,married,secondary,yes,no
132906,49,blue-collar,married,secondary,no,no
132905,48,entrepreneur,married,tertiary,yes,no
120088,32,technician,single,secondary,no,no
125781,50,blue-collar,divorced,secondary,yes,no
131747,51,blue-collar,married,secondary,yes,no
116289,38,entrepreneur,divorced,tertiary,no,no
136378,42,blue-collar,divorced,secondary,yes,no
128053,46,blue-collar,married,primary,no,no
139556,40,unemployed,married,secondary,no,no
130678,40,admin.,single,secondary,no,no
126937,58,retired,divorced,unknown,yes,no
102572,55,retired,married,secondary,yes,no
138828,33,technician,married,secondary,yes,yes
111187,37,management,divorced,secondary,yes,no
133163,34,management,single,tertiary,yes,no
109969,50,blue-collar,married,primary,no,no
117757,59,services,married,primary,no,no
137941,59,retired,divorced,secondary,no,no
108465,35,blue-collar,married,secondary,yes,no
105652,49,admin.,divorced,primary,yes,no
105952,38,unemployed,married,tertiary,no,no
105951,35,blue-collar,married,primary,yes,no
136643,48,management,married,secondary,yes,yes
136644,38,blue-collar,married,primary,yes,no
111979,40,admin.,married,secondary,no,no
111980,41,housemaid,married,primary,yes,yes
105245,55,blue-collar,married,secondary,yes,yes
133975,56,management,married,tertiary,no,no
137565,46,blue-collar,married,secondary,yes,no
106487,26,blue-collar,married,secondary,yes,yes
123074,45,technician,married,secondary,no,no
138459,41,blue-collar,married,secondary,yes,no
138460,28,blue-collar,married,secondary,yes,no
123178,45,technician,married,secondary,no,no
127309,32,management,single,tertiary,no,no
101727,29,admin.,married,secondary,yes,no
117881,28,blue-collar,single,primary,yes,no
114390,42,management,married,tertiary,yes,no
114389,45,technician,married,secondary,yes,yes
105278,40,blue-collar,married,primary,yes,no
140068,26,student,single,secondary,no,no
125717,59,housemaid,married,primary,yes,no
121009,57,retired,married,secondary,no,no
106213,49,unemployed,married,primary,yes,no
122968,51,admin.,married,secondary,no,no
135372,47,blue-collar,married,primary,yes,yes
139376,24,management,single,tertiary,no,no
110736,48,blue-collar,single,primary,yes,no
111145,50,admin.,married,secondary,yes,yes
100816,45,blue-collar,married,primary,yes,no
100815,57,services,married,secondary,no,no
129525,54,management,married,tertiary,no,no
129526,44,unemployed,married,secondary,no,no
107206,32,management,single,tertiary,no,no
109898,45,housemaid,married,tertiary,no,no
130012,45,blue-collar,married,secondary,yes,no
144307,45,technician,married,secondary,yes,no
144308,61,retired,married,secondary,no,no
144896,34,management,married,tertiary,no,no
144895,72,retired,married,primary,no,no
113244,29,services,single,secondary,no,yes
137699,38,technician,single,secondary,yes,no
123851,37,management,married,tertiary,no,no
134924,47,admin.,married,primary,yes,no
140078,30,management,married,tertiary,yes,no
140077,43,management,married,tertiary,no,no
109720,53,retired,divorced,primary,no,no
112157,53,management,married,primary,no,no
112158,43,management,married,tertiary,yes,no
104749,34,blue-collar,married,unknown,yes,no
116135,44,blue-collar,married,primary,no,no
116136,33,blue-collar,married,secondary,yes,no
101434,45,admin.,divorced,secondary,yes,no
130364,36,management,single,secondary,no,no
138401,29,blue-collar,single,primary,yes,no
127106,57,management,married,tertiary,no,no
127105,35,technician,married,secondary,no,no
105990,33,management,single,secondary,yes,no
120499,36,unemployed,divorced,secondary,no,no
106405,29,technician,single,secondary,yes,yes
107657,54,blue-collar,divorced,secondary,yes,no
117927,58,management,divorced,secondary,no,no
106069,34,blue-collar,married,secondary,yes,yes
109880,50,entrepreneur,married,tertiary,no,no
105651,56,blue-collar,divorced,primary,yes,no
125987,37,management,single,tertiary,yes,no
130876,45,unemployed,single,primary,yes,no
136761,40,services,single,secondary,yes,no
122530,60,retired,married,secondary,no,no
122529,40,technician,married,tertiary,no,no
127164,52,entrepreneur,married,primary,yes,no
127163,39,technician,married,secondary,yes,yes
123147,36,management,divorced,tertiary,no,no
140272,28,services,single,secondary,no,no
114965,34,blue-collar,married,primary,yes,no
139972,23,technician,single,secondary,no,no
114385,50,technician,married,secondary,no,yes
114386,41,management,married,tertiary,yes,no
105307,33,management,married,tertiary,yes,no
133609,31,entrepreneur,single,tertiary,yes,no
115391,28,admin.,married,secondary,yes,no
115392,57,retired,married,primary,yes,yes
113894,50,admin.,married,secondary,yes,no
114382,40,blue-collar,married,unknown,yes,no
114381,58,self-employed,married,tertiary,no,yes
106941,26,technician,single,secondary,yes,no
145054,25,admin.,single,tertiary,no,no
134111,58,retired,married,secondary,yes,yes
129431,53,blue-collar,married,secondary,no,no
129432,31,blue-collar,married,tertiary,no,yes
126290,36,services,married,secondary,yes,no
126289,33,blue-collar,married,secondary,no,no
131603,47,management,married,secondary,yes,no
131604,39,entrepreneur,married,secondary,yes,no
128129,26,student,married,secondary,no,no
102806,50,blue-collar,divorced,secondary,yes,yes
141920,67,retired,married,tertiary,no,no
141919,74,retired,married,tertiary,no,no
139323,33,self-employed,married,secondary,yes,no
101342,50,services,divorced,secondary,yes,no
106506,28,management,married,tertiary,yes,no
120556,54,management,married,tertiary,yes,no
130775,34,services,married,secondary,no,no
132333,48,blue-collar,married,secondary,yes,no
132334,27,blue-collar,married,secondary,yes,no
116291,31,blue-collar,married,secondary,yes,yes
108604,51,admin.,married,secondary,yes,no
108603,44,blue-collar,married,primary,yes,no
107147,36,entrepreneur,married,tertiary,yes,no
124918,42,blue-collar,married,primary,yes,no
124917,41,management,married,tertiary,no,no
131378,32,management,married,tertiary,yes,no
103320,49,blue-collar,single,primary,yes,no
124216,33,services,single,secondary,yes,no
133538,42,blue-collar,married,primary,yes,no
104058,44,blue-collar,married,secondary,yes,no
104057,35,blue-collar,married,secondary,yes,no
120789,34,technician,married,tertiary,no,no
127689,38,technician,married,secondary,yes,no
116553,34,management,married,tertiary,no,no
116554,39,management,married,secondary,yes,no
140332,24,technician,single,secondary,no,yes
108190,43,blue-collar,single,primary,yes,yes
141697,60,retired,married,primary,no,no
131669,33,admin.,single,secondary,yes,no
114327,35,technician,married,secondary,yes,no
122521,32,technician,single,tertiary,yes,no
140407,45,technician,divorced,unknown,no,no
114849,36,blue-collar,married,secondary,yes,yes
114850,40,technician,married,secondary,yes,no
134716,37,admin.,single,secondary,yes,no
107255,39,blue-collar,married,secondary,no,no
107256,31,technician,married,tertiary,no,no
129992,28,services,divorced,secondary,yes,no
101050,52,technician,single,secondary,yes,no
124369,49,management,divorced,tertiary,yes,yes
129942,32,entrepreneur,married,tertiary,no,no
108724,46,technician,married,secondary,yes,no
142302,22,student,single,secondary,no,no
113160,35,admin.,divorced,secondary,no,yes
140804,22,student,single,unknown,no,no
128697,41,management,single,secondary,yes,no
112037,57,blue-collar,married,primary,no,no
131434,25,management,single,tertiary,no,no
117425,45,admin.,married,secondary,yes,no
139732,29,services,married,secondary,no,no
139731,34,management,married,tertiary,no,no
123434,38,technician,married,secondary,no,no
123433,35,entrepreneur,married,tertiary,no,yes
140766,52,housemaid,married,primary,yes,yes
140765,40,blue-collar,married,secondary,no,no
107828,49,blue-collar,married,secondary,yes,yes
106271,37,admin.,married,secondary,yes,no
106272,30,services,married,secondary,yes,no
138776,28,technician,single,secondary,yes,no
125546,40,self-employed,divorced,tertiary,no,no
130756,59,retired,divorced,tertiary,no,no
140187,54,retired,single,primary,no,no
114184,35,technician,married,secondary,no,no
129392,29,management,single,tertiary,no,no
127554,58,management,married,tertiary,no,no
138698,35,technician,single,tertiary,yes,no
122050,31,technician,single,secondary,no,no
102708,41,blue-collar,married,primary,yes,no
141512,60,retired,married,secondary,no,no
129980,33,unemployed,single,secondary,yes,no
104910,35,technician,married,secondary,yes,no
104909,33,technician,married,secondary,yes,no
102552,53,management,married,secondary,yes,no
108176,30,technician,married,secondary,yes,no
143272,37,management,married,tertiary,no,no
143271,58,management,married,tertiary,no,no
122957,43,technician,divorced,secondary,no,no
130238,32,technician,married,secondary,yes,no
130237,58,entrepreneur,married,primary,no,no
142349,42,management,married,primary,yes,no
142350,49,management,married,tertiary,no,no
126008,44,entrepreneur,married,secondary,yes,no
115630,25,unemployed,single,secondary,yes,no
105022,29,admin.,single,secondary,yes,yes
104337,54,blue-collar,married,secondary,yes,no
